created_at	comment_count	repost_count	text
2012-12-3 10:05:39	0	1	【苹果iPhone 5 12月14日内地开售：5288元起】http://t.cn/zjctYYW 苹果公司宣布iPhone 5及其他数款产品在中国大陆的上市日期，WLAN版iPad mini及配备Retina显示屏的第四代iPad将于12月7日在中国大陆上市，iPhone 5则将于12月14日在华上市。iPad mini行货售价2498元起，iPhone 5售价5288元起。
2012-11-28 12:17:46	0	1	【华途软件谭孟恩：防企业信息泄密是CIO首要任务】http://t.cn/zjqr511华途软件副总裁兼CTO谭孟恩在现场做了题为“信息化环境下的数据安全探讨”的演讲，他表示，信息泄密不仅使企业的经济蒙受损失，而且会带来各种各样的经营风险，严重的还会带来政治风险。
2012-11-28 10:09:20	0	1	【陈正清：CIO须在战略上把握前进方向】在今日大会现场，中国计算机用户协会名誉理事长陈正清进行发言。他提出：“在这个大背景下，作为中国的CIO，我们必须在战略层面上把握住前进的方向，同时还必须在技术发展浪潮中认清形势，与时俱进。” @IT专家网 @比特企业计算 @比特云计算 http://t.cn/zjqncAc
2012-11-23 9:48:14	0	1	我们的数字营销环境正变得日益复杂，传统的业务模式、规则和秩序，正被颠覆和重构。作为企业，游戏规则在改变，客户在改变，面对生存与发展的拐点，谁来完成这样一次历史性的转折？CMO责无旁贷。CMO在企业中的地位将快速上升，成为企业CXO架构中最关键的一位角色！http://t.cn/zj7uMh4
2012-11-29 15:49:25	0	1	我发起了活动“激情共赢 移动开发交流沙龙 Lumia手机免费送（广州站）”，本沙龙将为您带来Windows Phone平台、Series 40、诺基亚地图、诺基亚开发者创业扶持计划等内容。活动完全免费，将抽取Lumia手机一部及30个定制U盘。名额有限，报名从速！ 地址：http://t.cn/zjqmoMJ
2012-11-8 14:52:55	0	1	【选择VDI参考架构时需要考虑的三个因素】1、VDI参考架构是用来做什么的？2、RA的规模究竟有多大或者多小？3、VDI参考架构的从哪里来？http://t.cn/zjvVMdf
2012-11-6 10:03:15	0	1	【Windows 8的企业部署之路漫漫兮】日前，TechRepublic.com网站就企业升级Windows 8的计划对1200名IT员工进行了调查。结果显示，约74%的企业目前还没计划在企业内部部署Windows 8。http://t.cn/zlFXBSC
2012-12-6 11:56:51	0	1	【WP8首个更新的代号：不是Apollo+而是Portico】11月底曾有关于Windows Phone 8第一个更新“Apollo Plus”的消息，将为用户带来VPN支持、Wi-Fi锁屏不断以及音频等方面的修复。但现在据WPCentral的报道称，该WP8更新代号并非Apollo Plus，而应该是Portico。http://t.cn/zjMmS0p
2012-12-5 15:26:12	0	1	【惠普Win8商务平板ElitePad 900真机上手展示】http://t.cn/zjM2jAu 外媒LivetechAustralia近日得到了惠普Win8商务平板电脑ElitePad 900的真机，并且拍摄了上手展示视频。视频全面多角度的对ElitePad 900的外观进行了展示。视频：http://t.cn/zjM2k8d
2012-12-4 14:50:36	0	1	【iTunes Music Store新增56个国家，列表出炉】iTunes Music Store不久前在俄罗斯和土耳其上线，根据整理的信息来看，苹果通过iTunes Store面向56个新增国家出售音乐服务。详情请看：http://t.cn/zjIwR0s
2012-12-6 11:48:28	0	1	【创业追踪：从创新工场走出来的项目2】互联网各领域的红海竞争使很多企业开始寻求新的发展之路，或拓展用户群或寻求新合作途径。创新工场旗下的明星项目知乎、豌豆荚手机精灵、应用汇也未能置身事外，他们面临着突破自身瓶颈，他们的经历和面临问题，值得所有创业公司引以为鉴。http://t.cn/zjMEIK1
2012-12-5 11:34:24	0	1	【谷歌开发者大会明年5月举行 或将发布新产品】谷歌将于明年5月15日至17日举行新一届的开发者大会。从往年的经验看，谷歌往往会在开发者大会上发布新产品或软件。谷歌通过自己的开发者Google+页面发布召开2013年开发者大会的时间，据此计算，谷歌明年的开发者大会距今还剩162天。http://t.cn/zjIkp46
2012-12-5 10:40:36	0	1	【数据称iPhone5已占所有iPhone手机流量的13%】苹果iPhone 5上市仅刚过2个月，但其带来的流量占到所有iPhone手机的13%。广告数据分析机构Chitika Insights称，通过采集11月8日-27日其在美国和加拿大移动广告网络的数百万广告印象数据，发现iPhone 5已占所有iPhone手机流量的13%。http://t.cn/zjIguv3
2012-12-4 11:26:03	0	1	【WhatsApp赚钱有道 否认将被Facebook收购】昨天有一篇报导称Facebook很有可能将收购IM通讯巨头WhatsApp，但最近WhatsApp出面澄清：“那篇报导的内容并不属实，只是一个谣言，我们目前没有更多的信息告诉大家。”而在Facebook方面，他们回应“并不对此谣言或推测做任何评论。”http://t.cn/zjIzp7M
2012-12-4 10:39:38	0	1	【人人公司回应裁员传闻：纯属谣言 绝无此事】今日微博上有消息称，人人公司近期开始裁员，腾讯科技连线人人公关总监，其回应称，裁员纯属谣言，绝无此事。” 腾讯科技连线人人公关总监王毅，他对此回应称，“裁员纯属谣言，绝无此事。@人人网 http://t.cn/zjIhxUF
2012-12-4 10:29:55	0	1	【iPhone 5中国内地定价过高遭质疑：众多消费者不满】Phone 5在中国内地上市在即，苹果公司公布的价格却招来非议。昨天记者了解到，由于iPhone 5在中国内地的上市价格要高于之前iPhone4和iPhone4S，且高于在美国、香港等多数国家和地区的定价，引发了很多内地消费者的不满。http://t.cn/zjfs9oc
2012-12-3 10:29:31	0	1	【迅雷13年分家：迅雷看看宣布独立运营 搅局视频行业】11月23日，迅雷看看宣布独立运营，一个月前，其已更换域名和标志。迅雷看看此前已和航美传媒、一壹影视投资基金、坤宏传媒达成合作，斥资5亿元打造跨媒体的电影院线平台。迅雷看看已两年拥有90%以上电影版权@迅雷看看 http://t.cn/zjfUZir
2012-11-30 11:14:38	0	1	【优酷土豆集团Q3财报发布：营收超越预期】在全球经济走势表现疲软的情况下，优酷土豆Q3营收实现逆势强劲增长，整体净收入人民币5.022亿元，其中优酷部分的净收入较2011年同期增长84%，超出上季度公布的业务预期上限，毛利同期增长168%。以强劲表现笑傲中概股。@优酷网 @土豆网 http://t.cn/zjt9uy6
2012-11-30 10:33:19	0	1	【十年“顽疾”难除 付费音乐前景成疑】出于对用户流向的考虑，目前的音乐网站仍在探讨一个合适的时间点来共同推行“收费制度”。由于各大音乐网站的服务模式趋同，导致了用户选择的不定性，如果有一家仍在实施“免费”，用户就会放弃其最初使用的软件，这成了大家一致的顾虑。http://t.cn/zjt08Bz
2012-11-29 13:48:25	0	1	【京东商城正式开放物流配送 暂面向平台商家用户】京东商城将为开放平台商家提供操作规范的逆向物流以及上门取件、代收货款等专业服务。目前已经开通全国360个大中城市的配送业务，近1000家配送站，并开通了自提点，社区合作、校园合作、便利店合作等形式。@京东商城 http://t.cn/zj5udmw
2012-11-29 11:54:41	0	1	【易讯网在京开设首家线下服务门店 欲发力华北市场】腾讯电商旗下易迅网在北京开设首家“服务实体店”，定位售后服务，具备客服接待、产品检测等功能，旨在优化北京地区用户在售后服务方面的体验。不过，目前该门店还尚未开设自提业务。@易迅网 http://t.cn/zj5udpp
2012-11-29 10:41:52	0	1	【iPad份额降至历史最低 明年或被Android超越】BI Research公布的最新数据显示，第三季度苹果的平板电脑市场份额继续领先，iPad占同期全球平板电脑总出货量的55%。ABI暗示，iPad Mini对苹果平板电脑的整体销售没什么帮助，但现在判断新产品对苹果市场份额有何影响还为时过早。http://t.cn/zj5nChr
2012-11-29 10:35:58	0	1	【Windows应用商店下载活跃度超苹果 营收悬殊大】微软曾保证说，10月Windows 8推出时，Windows Store的程序不会让人失望，新系统发布时，程序会多于其它平台，首月程序量突破2万。Windows Store程序下载量相当活跃：前300位程序下载量比苹果Mac Store前300位程序下载量高出3倍多。http://t.cn/zj5nXSJ
2012-11-29 10:02:03	0	1	【小米盒子“触礁”记：雷军踩着的“红线”】雷军“雷布斯”最近开了一个“潘多拉的盒子”，后果不轻。11月14日，小米科技高调发布小米盒子，为互联网高清机顶盒。但事隔一周多，11月23日，小米科技就宣布因“系统维护”原因，停止了其互联网机顶盒的视频服务。@小米公司 http://t.cn/zj5RySH
2012-11-28 10:19:14	0	1	【微软Windows 8许可证1个月已售出4000万套】微软Windows部门财务和营销负责人塔米·雷勒(Tami Reller)周二称，自一个月前上市以来，Windows 8操作系统许可证已售出4000万套。微软在10月26日正式发布了Windows 8操作系统和Surface平板电脑，目前该公司尚未公布后者的销售数字。http://t.cn/zjqnd2M
2012-12-6 13:40:06	0	0	#CBI视频#【区域渠道拓展中 知己知彼方可百战不殆】如今，众多企业都是全球业绩看中国，中国业绩看区域。面对幅员辽阔的区域市场，众多IT厂商也是视其为积极抢占的高地。厂家在区域渠道的拓展中有哪些重点及改进之处？区域渠道在自身发展上如何提升......请关注：http://t.cn/zjMDiMm @CBI牛漫
2012-12-5 12:25:46	0	0	#CBI视点#【微软TechEd 2012召开 诠释新IT引领新纪元】IT 业界年度顶级技术盛会TechEd 2012 微软技术大会隆重开幕。近万名IT精英、智慧开发者、强力合作伙伴聚首国家体育馆求索IT新知，共享技术饕餮盛宴。2012年是微软历史上规模最大的产品发布年......全文：http://t.cn/zjMvP7Q @微软中国TechNet
2012-12-5 10:19:45	0	0	#NetApp存储创新论坛#【CBI直播：2012 NetApp中国存储创新论坛】NetApp 在中型企业市场拥有丰富的成功经验，硕果累累，其卓越的客户价值、创新技术和产品质量，在多个领域被评为最佳供应商。今天，CBI记者为您带来2012 NetApp中国存储创新论坛的现场直播，敬请关注！http://t.cn/zjIB0JO @NetApp
2012-12-4 15:09:43	0	0	#CBI视点#【区域渠道艰难前进的妙招】随着市场环境不断变化，各大厂商都在调整渠道架构。作为资金、技术均不占优势的区域渠道商们，面对各种渠道扁平化，利润越压越低。在这种环境下，区域渠道商们仍旧有自己的妙招......全文：http://t.cn/zjIGJPT @CBI牛漫 @CBI申耀 @CBI-郜瑞阳
2012-12-4 14:18:47	0	0	#CBI视点#【投影机渠道商在差异化市场中寻找出路】国内投影机市场步入了一种以管道细分成长的格局。面对国内外品牌投影机的长枪暗战，各大厂商除大打品牌旗号，渠道端的争夺从来都被看成厂商市场发力的一记重拳......全文：http://t.cn/zjI4A3l @投影机资讯 @CBI牛漫 @CBI栾博
2012-12-4 10:38:55	0	0	#CBI 专题#【11月IT渠道风云榜】11月的IT渠道圈有哪些渠道大事记？各大IT厂商是如何布局渠道？又是怎样抢占市场先机的呢？对此，CBI特别策划《11月IT渠道风云榜》，让我们一同回顾2012年11月IT渠道大事吧！敬请关注：http://t.cn/zjffh5h @CBI牛漫 @CBI申耀
2012-12-4 10:11:17	0	0	#渠道大讲堂#【加速布局 曙光A440闪耀SMB市场】日前，曙光公司推广基于AMD芯片的双路×86服务器，以加快中小企业的信息化进程。为此CBINews特邀曙光公司产品中心产品经理秦晓宁做客渠道大讲堂，为大家详细介绍A440以及相关推广活动,请关注：http://t.cn/zjfCDxi @曙光@CBI牛漫 @CBI申耀
2012-12-3 13:38:45	0	0	#CBI 专题#【11月IT渠道风云榜】11月的IT渠道圈有哪些渠道大事记？各大IT厂商是如何布局渠道？又是怎样抢占市场先机的呢？对此，CBI特别策划《11月IT渠道风云榜》，让我们一同回顾2012年11月IT渠道大事吧！敬请关注：http://t.cn/zjffh5h @CBI牛漫 @CBI申耀 @郑凯Kay
2012-11-30 10:42:38	0	0	#IBM Boss下午茶#IBM式巴菲特午餐——“Boss下午茶”活动，精彩正在延续。握手区域伙伴，倾听渠道声音，您想和许伟利共品下午茶吗？快来http://t.cn/zlrQubf 在线竞拍，向IBM软件中国区大boss发出提问，赢得机会。更有幸运电话卡奖品等您拿！活动截止2012.11.30，抓紧时间，赶快参与吧~ @IBM中国
2012-11-29 12:05:06	0	0	#CBI视点#【区域渠道主动出击提高竞争力】随着乡镇市场呈现了爆发性增长的态势，以及厂商纷纷启动渠道扁平化，插手终端市场后，渠道商轻松的日子一去不复返，原来坐拥产品，等客户上门的销售模式早已行不通了。因此，区域渠道只有主动出击才能立足本地市场......全文：http://t.cn/zj53Pfn @CBI申耀
2012-11-29 11:36:01	0	0	#CBI推荐#【渠道问诊：EMC如何加速渠道伙伴进行转型】随着乡镇市场呈现了爆发性增长的态势，以及厂商纷纷启动渠道扁平化，插手终端市场后，区域渠道只有主动出击才能立足本地市场......全文：http://t.cn/zj53Pfn @EMC中国-云计算 @CBI申耀 @StoragePartner存储伙伴网
2012-11-29 11:07:24	0	0	#CBI视点#【IBM KVM卓越中心成立 着力三大开源机会】作为一项开放的虚拟化技术，基于内核的虚拟机（KVM）已成为一种可行的企业级虚拟化替代解决方案。作为IBM对KVM和中国市场的又一项重要投入，“IBM KVM（北京）卓越中心”落户北京......全文：http://t.cn/zj5muBn @IBM中国 @CBI刘燕 @CBI申耀
2012-11-29 10:35:11	0	0	#IBM Boss下午茶#IBM式巴菲特午餐——“Boss下午茶”活动，精彩正在延续。握手区域伙伴，倾听渠道声音，您想和许伟利共品下午茶吗？快来http://t.cn/zlrQubf 在线竞拍，向IBM软件中国区大boss发出提问，赢得机会。更有幸运电话卡奖品等您拿！活动截止2012.11.30，抓紧时间，赶快参与吧~ @IBM中国
2012-11-28 10:04:19	0	0	#IBM Boss下午茶#IBM式巴菲特午餐——“Boss下午茶”活动，精彩正在延续。握手区域伙伴，倾听渠道声音，您想和许伟利共品下午茶吗？快来http://t.cn/zlrQubf 在线竞拍，向IBM软件中国区大boss发出提问，赢得机会。更有幸运电话卡奖品等您拿！活动截止2012.11.30，抓紧时间，赶快参与吧~ @IBM中国
2012-11-27 14:19:52	0	0	#CBI编译#【SAP 凯文.吉尔罗伊：能否保持渠道的态度】2012年CRN排名前25位渠道销售的领导者列表中SAP全球间接渠道高级副总裁凯文.吉尔罗伊（Kevin Gilroy ），看这名在渠道发展奋斗30年的老将如何成为一个成功的渠道负责人？他所谓的“渠道的态度”是什么......全文：http://t.cn/zjq2rB1
2012-11-27 11:31:16	0	0	#CBI视点#【下一代防火墙更迭已势在必行】近日，做应用安全起家的安信华推出了下一代防火墙产品，对于这种调转风头直扑到下一代防火墙大潮中来的做法，引起安全业界的讨论。下一代防火墙已经不可阻挡，更迭替换也只是时间问题......全文：http://t.cn/zjGs4Po @Anchiva_安信华 @苏朵朵
2012-11-27 10:22:40	0	0	#IBM Boss下午茶#IBM式巴菲特午餐——“Boss下午茶”活动，精彩正在延续。握手区域伙伴，倾听渠道声音，您想和许伟利共品下午茶吗？快来http://t.cn/zlrQubf 在线竞拍，向IBM软件中国区大boss发出提问，赢得机会。更有幸运电话卡奖品等您拿！截止2012.11.30，抓紧时间，赶快参与吧~ @IBM中国渠道大学
2012-11-26 13:27:08	0	0	#CBI视点#【SMB如何在云渠道市场竞争脱颖而出】在云服务领域资金雄厚的厂商都在加快自己的步伐。SMB 云服务供应商也不例外，而且随着市场的升温和竞争变得激烈，规模较小的渠道商需要找到能提高自己竞争力的合作伙伴。否则他们将无法降低成本和保持利润率......全文：http://t.cn/zjbQMO5 @CBI申耀
2012-11-26 10:32:18	0	0	#IBM Boss下午茶#IBM式巴菲特午餐——“Boss下午茶”活动，精彩正在延续。握手区域伙伴，倾听渠道声音，您想和许伟利共品下午茶吗？快来http://t.cn/zlrQubf 在线竞拍，向IBM软件中国区大boss发出提问，赢得机会。更有幸运电话卡奖品等您拿！截止2012.11.30，抓紧时间，赶快参与吧~ @IBM中国渠道大学
2012-11-25 10:33:00	0	0	【VMware云落地促企业转换业务优势】VMware公司大中华区总裁宋家瑜表示：“VMware对于云计算市场在中国的增长趋势感到乐观，而且我们已有相关解决方案来满足这种趋势的发展需求。软件定义的数据中心模式可以帮助大型企业引领中国的云计算普及http://t.cn/zjLFFqM
2012-11-25 10:20:30	0	0	【长虹佳华定位增值分销业务 瞄准大数据掘金云计算】 近几年来，长虹佳华在原有合作伙伴基础上，进一步亲密携手赛门铁克、Radware、等国内外知名品牌，集聚了最强的产品与解决方案资源，整体解决方案能力和产品组合能力大大加强http://t.cn/zjb75XD
2012-11-23 14:30:07	0	0	#CBI视点#【渠道渗透中的“区域情结”】随着在一、二级市场饱和程度不断增加的形势下，各大IT厂商逐步将营销重点转移至三级及以下市场，深耕“区域蓝海”从而实现对经销商的一体化管理，逐渐成为各IT厂商寻求新增长点的主导方向。在他们的渠道渗透中的“区域情结 “......全文：http://t.cn/zjUYog9
2012-11-23 12:03:00	0	0	#CBI视点#【区域渠道商如何有效切入增值业务】现如今，越来越多的区域代理商近年来开始争相引入增值业务，这也成为他们从硬件代理到方案营销转型的主要途径......全文：http://t.cn/zjUp4L8 @CBI牛漫
2012-11-23 11:00:39	0	0	#渠道大讲堂#【艾诺威加大在华投入 构建渠道生态系统】日前艾诺威携手卓越天成，标志着艾诺威在中国市场的渠道投入再次加大。那么艾诺威的渠道政策是否会有新的变化，为此CBINews特邀艾诺威国际部总裁 Gareth Green做客渠道大讲堂，为大家详细解读。 敬请关注：http://t.cn/zjU9frA @艾诺威-中国
2012-11-23 10:31:25	0	0	#CBI专题#【Avaya 2013中小企业合作伙伴大会】2012年，Avaya在渠道建设方面，将与合作伙伴共同培养渠道人才;重点加强对行业及区域市场客户支持;支持合作伙伴基于新产品/新解决方案的投入;优化渠道运营;构建更全面应用合作伙伴生态圈......更多内容请点击：http://t.cn/zjyGW7j @Avaya中国
2012-11-22 12:00:45	0	0	#CBI视点#【安信华推出下一代防火墙主攻SMB用户】安信华下一代防火墙将在12月全面推向市场，并向安信华渠道伙伴提供大力支持，承诺用户更换UTM送IPADMINI进行回馈，同时也将发展UTM和防火墙的代理商加入安信华的渠道体系......全文：http://t.cn/zjyEfST @Anchiva_安信华 @CBI申耀 @苏朵朵  
